"","UC_NM_MN","lcz","year","scen_SGS","SGS","CTR_MN_ISO","GRGN_L2"
"290","Addis Ababa",3,2022,"GVI_ALPS",14.0288652525214,"ETH","Eastern Africa"
"291","Addis Ababa",3,2023,"out_b_mean_s",14.1217786122886,"ETH","Eastern Africa"
"292","Addis Ababa",3,2023,"GVI_ALPS",14.1217786122886,"ETH","Eastern Africa"
"293","Addis Ababa",3,2025,"GVI_proja_upr",16.5464834800044,"ETH","Eastern Africa"
"294","Addis Ababa",3,2025,"GVI_proja_lwr",9.20779874465711,"ETH","Eastern Africa"
"295","Addis Ababa",3,2025,"GVI_projb_upr",16.8473286341863,"ETH","Eastern Africa"
"296","Addis Ababa",3,2025,"GVI_projb_lwr",9.03406669287113,"ETH","Eastern Africa"
"297","Addis Ababa",3,2025,"GVI_ALPS",12.8771411123308,"ETH","Eastern Africa"
"298","Addis Ababa",3,2030,"GVI_proja_upr",17.2985963654592,"ETH","Eastern Africa"
"299","Addis Ababa",3,2030,"GVI_proja_lwr",8.77346861519215,"ETH","Eastern Africa"
"300","Addis Ababa",3,2030,"GVI_projb_upr",17.8747412804847,"ETH","Eastern Africa"
"301","Addis Ababa",3,2030,"GVI_projb_lwr",8.16540643394121,"ETH","Eastern Africa"
"302","Addis Ababa",3,2030,"GVI_ALPS",13.0360324903257,"ETH","Eastern Africa"
"303","Addis Ababa",3,2035,"GVI_proja_upr",17.8747412804847,"ETH","Eastern Africa"
"304","Addis Ababa",3,2035,"GVI_proja_lwr",8.33913848572719,"ETH","Eastern Africa"
"305","Addis Ababa",3,2035,"GVI_projb_upr",17.8747412804847,"ETH","Eastern Africa"
"306","Addis Ababa",3,2035,"GVI_projb_lwr",7.29674617501129,"ETH","Eastern Africa"
"307","Addis Ababa",3,2035,"GVI_ALPS",13.1069398831059,"ETH","Eastern Africa"
"308","Addis Ababa",3,2040,"GVI_proja_upr",17.8747412804847,"ETH","Eastern Africa"
"309","Addis Ababa",3,2040,"GVI_proja_lwr",7.90480835626223,"ETH","Eastern Africa"
"310","Addis Ababa",3,2040,"GVI_projb_upr",17.8747412804847,"ETH","Eastern Africa"
"311","Addis Ababa",3,2040,"GVI_projb_lwr",6.42808591608138,"ETH","Eastern Africa"
"312","Addis Ababa",3,2040,"GVI_ALPS",12.8897748183735,"ETH","Eastern Africa"
"313","Addis Ababa",3,2045,"GVI_proja_upr",17.8747412804847,"ETH","Eastern Africa"
