"","scenario_supply","region_gea","material","production","year","emission_factor","unit"
"1041","NPi","CHN","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1042","1p5C","CHN","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1043","NPi","CHN","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1044","1p5C","CHN","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1045","NPi","CHN","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1046","1p5C","CHN","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1047","NPi","CHN","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1048","1p5C","CHN","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1049","NPi","CHN","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1050","1p5C","CHN","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1051","NPi","CHN","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1052","1p5C","CHN","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1053","NPi","CHN","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1054","1p5C","CHN","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1055","NPi","EEU","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1056","NPi","EEU","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1057","1p5C","EEU","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1058","NPi","EEU","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1059","1p5C","EEU","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1060","NPi","EEU","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1061","1p5C","EEU","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1062","NPi","EEU","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1063","1p5C","EEU","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1064","NPi","EEU","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1065","1p5C","EEU","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1066","NPi","EEU","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1067","1p5C","EEU","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1068","NPi","EEU","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1069","1p5C","EEU","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1070","NPi","EEU","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1071","1p5C","EEU","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1072","NPi","FSU","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1073","NPi","FSU","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1074","1p5C","FSU","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1075","NPi","FSU","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1076","1p5C","FSU","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1077","NPi","FSU","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1078","1p5C","FSU","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1079","NPi","FSU","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1080","1p5C","FSU","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1081","NPi","FSU","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1082","1p5C","FSU","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1083","NPi","FSU","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1084","1p5C","FSU","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1085","NPi","FSU","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1086","1p5C","FSU","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1087","NPi","FSU","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1088","1p5C","FSU","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1089","NPi","LAM","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1090","NPi","LAM","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1091","1p5C","LAM","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1092","NPi","LAM","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1093","1p5C","LAM","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1094","NPi","LAM","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1095","1p5C","LAM","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1096","NPi","LAM","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1097","1p5C","LAM","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1098","NPi","LAM","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1099","1p5C","LAM","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1100","NPi","LAM","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1101","1p5C","LAM","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1102","NPi","LAM","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1103","1p5C","LAM","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1104","NPi","LAM","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1105","1p5C","LAM","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1106","NPi","MEA","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1107","NPi","MEA","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1108","1p5C","MEA","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1109","NPi","MEA","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1110","1p5C","MEA","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1111","NPi","MEA","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1112","1p5C","MEA","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1113","NPi","MEA","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1114","1p5C","MEA","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1115","NPi","MEA","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1116","1p5C","MEA","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1117","NPi","MEA","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1118","1p5C","MEA","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1119","NPi","MEA","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1120","1p5C","MEA","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1121","NPi","MEA","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1122","1p5C","MEA","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1123","NPi","NAM","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1124","NPi","NAM","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1125","1p5C","NAM","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1126","NPi","NAM","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1127","1p5C","NAM","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1128","NPi","NAM","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1129","1p5C","NAM","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1130","NPi","NAM","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1131","1p5C","NAM","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1132","NPi","NAM","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1133","1p5C","NAM","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1134","NPi","NAM","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1135","1p5C","NAM","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1136","NPi","NAM","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1137","1p5C","NAM","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1138","NPi","NAM","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1139","1p5C","NAM","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1140","NPi","PAO","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1141","NPi","PAO","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1142","1p5C","PAO","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1143","NPi","PAO","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1144","1p5C","PAO","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1145","NPi","PAO","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1146","1p5C","PAO","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1147","NPi","PAO","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1148","1p5C","PAO","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1149","NPi","PAO","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1150","1p5C","PAO","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1151","NPi","PAO","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1152","1p5C","PAO","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1153","NPi","PAO","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1154","1p5C","PAO","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1155","NPi","PAO","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1156","1p5C","PAO","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1157","NPi","PAS","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1158","NPi","PAS","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1159","1p5C","PAS","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1160","NPi","PAS","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1161","1p5C","PAS","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1162","NPi","PAS","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1163","1p5C","PAS","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1164","NPi","PAS","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1165","1p5C","PAS","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1166","NPi","PAS","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1167","1p5C","PAS","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1168","NPi","PAS","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1169","1p5C","PAS","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1170","NPi","PAS","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1171","1p5C","PAS","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1172","NPi","PAS","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1173","1p5C","PAS","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1174","NPi","RCPA","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1175","NPi","RCPA","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1176","1p5C","RCPA","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1177","NPi","RCPA","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1178","1p5C","RCPA","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1179","NPi","RCPA","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1180","1p5C","RCPA","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1181","NPi","RCPA","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1182","1p5C","RCPA","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1183","NPi","RCPA","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1184","1p5C","RCPA","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1185","NPi","RCPA","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1186","1p5C","RCPA","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1187","NPi","RCPA","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1188","1p5C","RCPA","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1189","NPi","RCPA","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1190","1p5C","RCPA","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1191","NPi","SAS","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1192","NPi","SAS","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1193","1p5C","SAS","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1194","NPi","SAS","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1195","1p5C","SAS","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1196","NPi","SAS","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1197","1p5C","SAS","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1198","NPi","SAS","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1199","1p5C","SAS","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1200","NPi","SAS","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1201","1p5C","SAS","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1202","NPi","SAS","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1203","1p5C","SAS","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1204","NPi","SAS","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1205","1p5C","SAS","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1206","NPi","SAS","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1207","1p5C","SAS","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1208","NPi","WEU","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1209","NPi","WEU","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1210","1p5C","WEU","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1211","NPi","WEU","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1212","1p5C","WEU","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1213","NPi","WEU","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1214","1p5C","WEU","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1215","NPi","WEU","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1216","1p5C","WEU","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1217","NPi","WEU","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1218","1p5C","WEU","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1219","NPi","WEU","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1220","1p5C","WEU","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1221","NPi","WEU","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1222","1p5C","WEU","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1223","NPi","WEU","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1224","1p5C","WEU","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1225","NPi","AFR","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1226","NPi","AFR","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1227","1p5C","AFR","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1228","NPi","AFR","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1229","1p5C","AFR","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1230","NPi","AFR","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1231","1p5C","AFR","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1232","NPi","AFR","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1233","1p5C","AFR","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1234","NPi","AFR","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1235","1p5C","AFR","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1236","NPi","AFR","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1237","1p5C","AFR","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1238","NPi","AFR","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1239","1p5C","AFR","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1240","NPi","AFR","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1241","1p5C","AFR","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1242","NPi","CHN","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1243","NPi","CHN","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1244","1p5C","CHN","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1245","NPi","CHN","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1246","1p5C","CHN","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1247","NPi","CHN","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1248","1p5C","CHN","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1249","NPi","CHN","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1250","1p5C","CHN","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1251","NPi","CHN","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1252","1p5C","CHN","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1253","NPi","CHN","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1254","1p5C","CHN","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1255","NPi","CHN","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1256","1p5C","CHN","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1257","NPi","CHN","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1258","1p5C","CHN","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1259","NPi","EEU","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1260","NPi","EEU","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1261","1p5C","EEU","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1262","NPi","EEU","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1263","1p5C","EEU","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1264","NPi","EEU","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1265","1p5C","EEU","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1266","NPi","EEU","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1267","1p5C","EEU","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1268","NPi","EEU","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1269","1p5C","EEU","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1270","NPi","EEU","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1271","1p5C","EEU","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1272","NPi","EEU","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1273","1p5C","EEU","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1274","NPi","EEU","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1275","1p5C","EEU","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1276","NPi","FSU","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1277","NPi","FSU","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1278","1p5C","FSU","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1279","NPi","FSU","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1280","1p5C","FSU","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1281","NPi","FSU","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1282","1p5C","FSU","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1283","NPi","FSU","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1284","1p5C","FSU","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1285","NPi","FSU","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1286","1p5C","FSU","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1287","NPi","FSU","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1288","1p5C","FSU","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1289","NPi","FSU","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1290","1p5C","FSU","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1291","NPi","FSU","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1292","1p5C","FSU","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1293","NPi","LAM","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1294","NPi","LAM","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1295","1p5C","LAM","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1296","NPi","LAM","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1297","1p5C","LAM","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1298","NPi","LAM","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1299","1p5C","LAM","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1300","NPi","LAM","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1301","1p5C","LAM","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1302","NPi","LAM","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1303","1p5C","LAM","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1304","NPi","LAM","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1305","1p5C","LAM","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1306","NPi","LAM","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1307","1p5C","LAM","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1308","NPi","LAM","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1309","1p5C","LAM","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1310","NPi","MEA","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1311","NPi","MEA","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1312","1p5C","MEA","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1313","NPi","MEA","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1314","1p5C","MEA","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1315","NPi","MEA","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1316","1p5C","MEA","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1317","NPi","MEA","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1318","1p5C","MEA","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1319","NPi","MEA","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1320","1p5C","MEA","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1321","NPi","MEA","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1322","1p5C","MEA","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1323","NPi","MEA","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1324","1p5C","MEA","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1325","NPi","MEA","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1326","1p5C","MEA","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1327","NPi","NAM","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1328","NPi","NAM","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1329","1p5C","NAM","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1330","NPi","NAM","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1331","1p5C","NAM","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1332","NPi","NAM","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1333","1p5C","NAM","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1334","NPi","NAM","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1335","1p5C","NAM","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1336","NPi","NAM","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1337","1p5C","NAM","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1338","NPi","NAM","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1339","1p5C","NAM","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1340","NPi","NAM","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1341","1p5C","NAM","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1342","NPi","NAM","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1343","1p5C","NAM","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1344","NPi","PAO","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1345","NPi","PAO","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1346","1p5C","PAO","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1347","NPi","PAO","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1348","1p5C","PAO","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1349","NPi","PAO","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1350","1p5C","PAO","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1351","NPi","PAO","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1352","1p5C","PAO","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1353","NPi","PAO","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1354","1p5C","PAO","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1355","NPi","PAO","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1356","1p5C","PAO","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1357","NPi","PAO","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1358","1p5C","PAO","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1359","NPi","PAO","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1360","1p5C","PAO","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1361","NPi","PAS","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1362","NPi","PAS","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1363","1p5C","PAS","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1364","NPi","PAS","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1365","1p5C","PAS","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1366","NPi","PAS","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1367","1p5C","PAS","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1368","NPi","PAS","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1369","1p5C","PAS","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1370","NPi","PAS","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1371","1p5C","PAS","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1372","NPi","PAS","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1373","1p5C","PAS","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1374","NPi","PAS","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1375","1p5C","PAS","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
